Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	0.405117	0.447958	86.084000	84.810000	
0.100000	0.399165	0.899123	86.220000	73.300000	
0.100000	0.403200	0.961720	86.072000	71.050000	
0.100000	0.403091	0.625776	86.234000	79.800000	
0.100000	0.398845	0.600096	86.426000	80.490000	
0.100000	0.398068	0.574752	86.114000	80.310000	
0.100000	0.398837	0.640430	86.304000	78.770000	
0.100000	0.394859	0.561640	86.452000	81.530000	
0.100000	0.397185	0.569546	86.470000	81.400000	
0.100000	0.392889	0.778064	86.340000	75.350000	
0.100000	0.395792	0.773632	86.360000	76.970000	
0.100000	0.398799	0.603538	86.454000	81.150000	
0.100000	0.400031	1.027036	86.282000	70.660000	
0.010000	0.236921	0.239653	92.120000	91.880000	
0.010000	0.183898	0.226240	93.892000	92.430000	
0.010000	0.166780	0.224367	94.364000	92.290000	
0.010000	0.156028	0.218120	94.688000	92.790000	
0.010000	0.144602	0.215055	95.118000	92.740000	
0.010000	0.135337	0.239483	95.460000	92.140000	
0.010000	0.130340	0.231314	95.550000	92.320000	
0.010000	0.122451	0.234733	95.930000	92.260000	
0.010000	0.116686	0.224219	95.972000	93.080000	
0.010000	0.112890	0.224039	96.126000	92.750000	
0.010000	0.106091	0.235565	96.490000	92.480000	
0.010000	0.101696	0.222978	96.568000	92.730000	
0.010000	0.101437	0.234147	96.562000	92.670000	
0.010000	0.099828	0.240916	96.614000	92.290000	
0.010000	0.095775	0.246475	96.774000	92.330000	
0.010000	0.094266	0.250609	96.810000	92.000000	
0.010000	0.093894	0.265937	96.810000	91.730000	
0.010000	0.094546	0.246345	96.854000	92.120000	
0.010000	0.089094	0.256164	97.018000	91.960000	
0.010000	0.089529	0.258296	97.036000	92.100000	
0.010000	0.090308	0.240534	96.920000	92.520000	
0.010000	0.088734	0.263248	97.000000	91.880000	
0.010000	0.088004	0.248473	97.080000	92.410000	
0.010000	0.088171	0.260634	96.964000	91.820000	
0.010000	0.087055	0.262759	97.078000	91.570000	
0.010000	0.090161	0.271425	96.942000	91.710000	
0.010000	0.090341	0.261019	96.816000	91.830000	
0.010000	0.091344	0.270615	96.812000	91.510000	
0.010000	0.086739	0.306179	96.976000	90.760000	
0.010000	0.090306	0.257752	96.914000	91.700000	
0.010000	0.089693	0.273962	96.968000	91.540000	
0.010000	0.091549	0.286754	96.868000	91.110000	
0.010000	0.092274	0.263299	96.858000	91.760000	
0.010000	0.092202	0.283051	96.836000	91.720000	
0.010000	0.093182	0.265558	96.864000	91.680000	
0.010000	0.088375	0.261843	97.002000	91.930000	
0.010000	0.092536	0.321988	96.816000	90.540000	
0.010000	0.090777	0.328017	96.958000	90.280000	
0.010000	0.096592	0.299825	96.750000	90.720000	
0.010000	0.096462	0.297407	96.768000	91.350000	
0.010000	0.094151	0.283512	96.890000	91.490000	
0.010000	0.091424	0.283217	96.886000	91.500000	
0.010000	0.093502	0.314893	96.770000	90.840000	
0.010000	0.097766	0.279634	96.534000	91.290000	
0.010000	0.094320	0.266715	96.790000	91.980000	
0.010000	0.091638	0.277564	96.898000	91.530000	
0.010000	0.093932	0.288606	96.888000	90.970000	
0.010000	0.093448	0.336088	96.796000	90.250000	
0.010000	0.094505	0.275006	96.774000	91.720000	
0.010000	0.098579	0.300077	96.654000	90.620000	
0.010000	0.094041	0.293316	96.808000	91.210000	
0.010000	0.099162	0.373318	96.656000	89.330000	
0.010000	0.096296	0.269826	96.764000	91.610000	
0.010000	0.093194	0.407289	96.888000	89.300000	
0.010000	0.090743	0.310849	96.904000	91.120000	
0.010000	0.092359	0.298302	96.916000	90.970000	
0.010000	0.088471	0.304383	96.978000	91.660000	
0.010000	0.089424	0.282285	97.012000	91.670000	
0.010000	0.091277	0.288332	96.898000	91.250000	
0.010000	0.092251	0.287700	96.876000	91.400000	
0.010000	0.093048	0.294827	96.866000	91.270000	
0.010000	0.090697	0.312857	96.920000	90.660000	
0.010000	0.088487	0.320681	97.030000	91.100000	
0.010000	0.085806	0.305299	97.082000	91.180000	
0.010000	0.088273	0.311619	96.984000	90.980000	
0.010000	0.096993	0.362786	96.622000	89.320000	
0.010000	0.090459	0.292612	96.960000	91.200000	
0.010000	0.094427	0.280364	96.814000	91.780000	
0.010000	0.091313	0.297454	96.918000	91.350000	
0.010000	0.089056	0.317563	96.982000	90.400000	
0.010000	0.086497	0.330615	97.154000	90.330000	
0.010000	0.085494	0.304957	97.174000	90.960000	
0.010000	0.085264	0.289713	97.184000	91.200000	
0.010000	0.089304	0.374218	97.018000	89.110000	
0.010000	0.086983	0.318746	97.082000	90.820000	
0.001000	0.049788	0.205041	98.528000	93.720000	
0.001000	0.030689	0.202353	99.234000	93.790000	
0.001000	0.026786	0.203934	99.350000	93.940000	
0.001000	0.024296	0.200590	99.436000	93.960000	
0.001000	0.021942	0.202146	99.500000	94.030000	
0.001000	0.019327	0.200823	99.602000	94.150000	
0.001000	0.019038	0.201706	99.616000	94.220000	
0.001000	0.017936	0.205942	99.648000	94.120000	
0.001000	0.016314	0.206097	99.676000	94.270000	
0.001000	0.016524	0.205641	99.674000	94.230000	
0.001000	0.015545	0.206677	99.702000	94.250000	
0.001000	0.014290	0.209648	99.716000	94.140000	
0.001000	0.013657	0.209074	99.762000	94.200000	
0.001000	0.013395	0.205794	99.760000	94.320000	
0.001000	0.012785	0.205044	99.780000	94.230000	
0.001000	0.012495	0.208487	99.780000	94.350000	
0.001000	0.011995	0.208012	99.834000	94.250000	
0.001000	0.011881	0.209613	99.804000	94.350000	
0.001000	0.011732	0.211469	99.824000	94.290000	
0.001000	0.010412	0.209318	99.870000	94.380000	
0.001000	0.010450	0.206577	99.848000	94.220000	
0.001000	0.010477	0.210354	99.828000	94.330000	
0.001000	0.011017	0.211665	99.828000	94.280000	
0.001000	0.010706	0.208961	99.828000	94.460000	
0.001000	0.010713	0.209543	99.818000	94.380000	
0.001000	0.010177	0.210037	99.834000	94.190000	
0.001000	0.009804	0.212650	99.854000	94.120000	
0.001000	0.009883	0.210533	99.856000	94.270000	
0.001000	0.009806	0.208620	99.858000	94.270000	
0.001000	0.009088	0.207640	99.892000	94.180000	
0.001000	0.008992	0.208428	99.880000	94.340000	
0.001000	0.009078	0.214381	99.882000	94.320000	
0.001000	0.009551	0.210094	99.856000	94.190000	
0.001000	0.008762	0.211082	99.886000	94.230000	
0.001000	0.009175	0.210017	99.878000	94.310000	
0.001000	0.008749	0.211742	99.866000	94.310000	
0.001000	0.008205	0.212830	99.916000	94.230000	
0.001000	0.008359	0.212391	99.886000	94.320000	
0.001000	0.008113	0.216567	99.884000	94.130000	
0.001000	0.008206	0.217529	99.886000	94.230000	
0.001000	0.008385	0.213724	99.860000	94.180000	
0.001000	0.008119	0.213301	99.906000	94.230000	
0.001000	0.007529	0.214387	99.890000	94.320000	
0.001000	0.008047	0.214985	99.890000	94.470000	
0.001000	0.007825	0.217102	99.904000	94.130000	
0.001000	0.007378	0.216506	99.924000	94.260000	
0.001000	0.007554	0.211811	99.890000	94.220000	
0.001000	0.007404	0.211737	99.896000	94.240000	
0.001000	0.008096	0.212808	99.886000	94.310000	
0.001000	0.007396	0.214826	99.906000	94.260000	
0.001000	0.006752	0.214002	99.928000	94.230000	
0.001000	0.007081	0.215745	99.924000	94.330000	
0.001000	0.007167	0.213918	99.918000	94.360000	
0.001000	0.006685	0.216424	99.930000	94.140000	
0.001000	0.007615	0.213722	99.888000	94.230000	
0.001000	0.006759	0.214681	99.936000	94.220000	
0.001000	0.006567	0.216363	99.946000	94.020000	
0.001000	0.006332	0.215629	99.948000	94.040000	
0.001000	0.006650	0.216270	99.936000	94.110000	
0.001000	0.006879	0.216426	99.910000	94.260000	
0.001000	0.006511	0.216935	99.930000	94.290000	
0.001000	0.006378	0.219188	99.938000	94.150000	
0.001000	0.006220	0.214428	99.928000	94.580000	
0.001000	0.006304	0.211848	99.946000	94.240000	
0.001000	0.006485	0.214032	99.924000	94.390000	
0.001000	0.006410	0.210912	99.938000	94.400000	
0.001000	0.005974	0.210742	99.934000	94.460000	
0.001000	0.006387	0.214863	99.922000	94.410000	
0.001000	0.005918	0.216751	99.934000	94.510000	
0.001000	0.005982	0.218461	99.932000	94.370000	
0.001000	0.005869	0.212926	99.942000	94.450000	
0.001000	0.006234	0.213983	99.932000	94.270000	
0.001000	0.006156	0.217593	99.926000	94.240000	
0.001000	0.006259	0.219747	99.922000	94.300000	
0.001000	0.005856	0.219596	99.938000	94.180000	
0.001000	0.005812	0.217093	99.950000	94.240000	
0.001000	0.006044	0.217366	99.952000	94.180000	
0.001000	0.005963	0.216165	99.936000	94.330000	
0.001000	0.006147	0.218404	99.922000	94.100000	
0.001000	0.006083	0.215309	99.932000	94.330000	
0.001000	0.006195	0.218559	99.930000	94.200000	
0.001000	0.005612	0.214979	99.944000	94.320000	
0.001000	0.005763	0.215708	99.946000	94.340000	
0.001000	0.005738	0.216022	99.946000	94.340000	
0.001000	0.005460	0.216565	99.946000	94.160000	
0.001000	0.005639	0.214400	99.950000	94.320000	
0.001000	0.005632	0.216917	99.952000	94.250000	
0.001000	0.005511	0.215698	99.956000	94.410000	
0.001000	0.006115	0.221987	99.928000	94.110000	
0.001000	0.005477	0.216026	99.968000	94.220000	
0.001000	0.005259	0.218651	99.952000	94.200000	
0.001000	0.005668	0.218996	99.938000	94.300000	
0.001000	0.005271	0.217287	99.962000	94.200000	
0.001000	0.005739	0.217030	99.946000	94.290000	
0.001000	0.005324	0.216423	99.962000	94.360000	
0.001000	0.005684	0.218201	99.936000	94.260000	
0.001000	0.005598	0.219539	99.956000	94.090000	
0.001000	0.005384	0.217703	99.944000	94.210000	
0.001000	0.005773	0.217192	99.938000	94.380000	
0.001000	0.005552	0.217015	99.950000	94.460000	
0.000100	0.005063	0.215109	99.966000	94.530000	
0.000100	0.005350	0.213372	99.930000	94.470000	
0.000100	0.005249	0.215843	99.956000	94.450000	
0.000100	0.004934	0.213879	99.968000	94.420000	
0.000100	0.005231	0.214326	99.944000	94.490000	
0.000100	0.005256	0.213491	99.946000	94.480000	
0.000100	0.004919	0.212307	99.960000	94.370000	
0.000100	0.004769	0.214541	99.956000	94.370000	
0.000100	0.004807	0.214233	99.954000	94.410000	
0.000100	0.004754	0.213919	99.964000	94.510000	
0.000100	0.004804	0.213738	99.972000	94.380000	
0.000100	0.004726	0.215253	99.974000	94.400000	
0.000100	0.004926	0.213738	99.956000	94.370000	
0.000100	0.004950	0.216202	99.964000	94.480000	
0.000100	0.004820	0.213483	99.964000	94.440000	
0.000100	0.004754	0.211672	99.960000	94.520000	
0.000100	0.004532	0.213154	99.970000	94.410000	
0.000100	0.004698	0.212510	99.974000	94.480000	
0.000100	0.004737	0.212529	99.954000	94.440000	
0.000100	0.004616	0.212867	99.964000	94.550000	
0.000100	0.004840	0.213505	99.968000	94.430000	
0.000100	0.005001	0.214554	99.946000	94.440000	
0.000100	0.004746	0.214901	99.976000	94.380000	
0.000100	0.004562	0.214971	99.968000	94.400000	
0.000100	0.004723	0.213431	99.968000	94.450000	
0.000100	0.004525	0.212432	99.968000	94.480000	
0.000100	0.004683	0.215275	99.962000	94.410000	
0.000100	0.004890	0.212372	99.956000	94.490000	
0.000100	0.004524	0.213140	99.980000	94.520000	
0.000100	0.004655	0.214610	99.964000	94.460000	
0.000100	0.004587	0.212543	99.962000	94.430000	
0.000100	0.004756	0.214147	99.952000	94.350000	
0.000100	0.004358	0.214237	99.978000	94.310000	
0.000100	0.004506	0.214396	99.968000	94.370000	
0.000100	0.004669	0.214475	99.964000	94.320000	
0.000100	0.004837	0.215625	99.974000	94.400000	
0.000100	0.004423	0.214061	99.972000	94.310000	
0.000100	0.004381	0.212457	99.972000	94.420000	
0.000100	0.004656	0.215055	99.970000	94.360000	
0.000100	0.004415	0.213378	99.986000	94.420000	
0.000100	0.004265	0.214539	99.970000	94.490000	
0.000100	0.004776	0.212439	99.966000	94.470000	
0.000100	0.004392	0.212746	99.980000	94.440000	
0.000100	0.004545	0.215099	99.972000	94.430000	
0.000100	0.004631	0.214630	99.960000	94.390000	
0.000100	0.004624	0.213941	99.960000	94.470000	
0.000100	0.004732	0.215229	99.956000	94.340000	
0.000100	0.004386	0.215611	99.968000	94.280000	
0.000100	0.004817	0.215884	99.968000	94.340000	
0.000100	0.004486	0.213714	99.974000	94.460000	
0.000100	0.004819	0.217502	99.948000	94.290000	
0.000100	0.004549	0.217629	99.968000	94.360000	
0.000100	0.004293	0.214247	99.972000	94.350000	
0.000100	0.004651	0.213454	99.956000	94.380000	
0.000100	0.004620	0.216277	99.962000	94.360000	
0.000100	0.004417	0.214450	99.972000	94.350000	
0.000100	0.004795	0.214325	99.966000	94.440000	
0.000100	0.004833	0.215462	99.958000	94.350000	
0.000100	0.004512	0.213719	99.964000	94.450000	
0.000100	0.004447	0.215117	99.970000	94.370000	
0.000100	0.004310	0.215757	99.966000	94.340000	
0.000100	0.004291	0.214478	99.974000	94.440000	
0.000100	0.004604	0.215217	99.966000	94.310000	
0.000100	0.004601	0.213435	99.956000	94.480000	
0.000100	0.004417	0.213470	99.968000	94.400000	
0.000100	0.004550	0.213619	99.972000	94.410000	
0.000100	0.004676	0.215716	99.966000	94.380000	
0.000100	0.004560	0.216428	99.964000	94.360000	
0.000100	0.004089	0.216900	99.986000	94.390000	
0.000100	0.004319	0.215231	99.976000	94.270000	
0.000100	0.004624	0.214167	99.972000	94.470000	
0.000100	0.004398	0.214819	99.966000	94.440000	
0.000100	0.004599	0.215752	99.960000	94.320000	
0.000100	0.004135	0.216476	99.974000	94.410000	
0.000100	0.004443	0.213788	99.980000	94.420000	
